#string_protein_id	preferred_name	protein_size	annotation
1347342.BN863_33980	CDF81110.1	808	annotation not available
1347342.BN863_33990	CDF81111.1	454	annotation not available
1347342.BN863_340	BN863_340	323	annotation not available
1347342.BN863_3400	BN863_3400	311	Belongs to the aspartate/ornithine carbamoyltransferase superfamily
1347342.BN863_34000	CDF81112.1	452	Belongs to the pyruvate kinase family. 
1347342.BN863_34010	CDF81113.1	163	annotation not available
1347342.BN863_34020	CDF81114.1	202	annotation not available
1347342.BN863_34030	CDF81115.1	417	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. 
1347342.BN863_34040	acpP	77	Carrier of the growing fatty acid chain in fatty acid biosynthesis
1347342.BN863_34050	CDF81117.1	187	annotation not available
1347342.BN863_34060	CDF81118.1	211	Endonuclease that specifically degrades the RNA of RNA-DNA hybrids
1347342.BN863_34070	CDF81119.1	308	annotation not available
1347342.BN863_34080	CDF81120.1	631	annotation not available
1347342.BN863_34090	CDF81121.1	202	annotation not available
1347342.BN863_3410	argB	258	Catalyzes the ATP-dependent phosphorylation of N-acetyl-L- glutamate
1347342.BN863_34100	CDF81122.1	980	annotation not available
1347342.BN863_34110	CDF81123.1	432	annotation not available
1347342.BN863_34120	CDF81124.1	206	annotation not available
1347342.BN863_34130	CDF81125.1	202	annotation not available
1347342.BN863_34140	CDF81126.1	259	Belongs to the enoyl-CoA hydratase/isomerase family. 
1347342.BN863_34150	CDF81127.1	467	annotation not available
1347342.BN863_34160	CDF81128.1	182	annotation not available
1347342.BN863_34170	CDF81129.1	453	annotation not available
1347342.BN863_34180	hemH	338	Catalyzes the ferrous insertion into protoporphyrin IX. 
1347342.BN863_34190	CDF81131.1	53	annotation not available
1347342.BN863_3420	BN863_3420	354	annotation not available
1347342.BN863_34200	CDF81132.1	53	annotation not available
1347342.BN863_34210	CDF81133.1	233	annotation not available
1347342.BN863_34220	CDF81134.1	294	annotation not available
1347342.BN863_34230	hemA	419	Catalyzes the NADPH-dependent reduction of glutamyl-tRNA(Glu) to glutamate 1-semialdehyde (GSA)
1347342.BN863_34240	CDF81136.1	304	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps. 
1347342.BN863_34250	CDF81137.1	580	annotation not available
1347342.BN863_34260	CDF81138.1	228	annotation not available
1347342.BN863_34270	CDF81139.1	218	annotation not available
1347342.BN863_34280	hemE	340	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III. 
1347342.BN863_34290	CDF81141.1	176	annotation not available
1347342.BN863_3430	argH	425	annotation not available
1347342.BN863_34300	CDF81142.1	304	annotation not available
1347342.BN863_34310	CDF81143.1	347	annotation not available
1347342.BN863_34320	CDF81144.1	334	annotation not available
1347342.BN863_34330	CDF81145.1	329	Belongs to the ALAD family. 
1347342.BN863_34340	CDF81146.1	361	annotation not available
1347342.BN863_34350	CDF81147.1	157	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction: the enzyme is irreversibly inactivated. 
1347342.BN863_34360	CDF81148.1	383	annotation not available
1347342.BN863_34370	CDF81149.1	236	annotation not available
1347342.BN863_34380	CDF81150.1	555	Belongs to the ABC transporter superfamily. 
1347342.BN863_34390	CDF81151.1	217	annotation not available
1347342.BN863_3440	BN863_3440	183	annotation not available
1347342.BN863_34400	CDF81152.1	116	annotation not available
1347342.BN863_34410	CDF81153.1	230	annotation not available
1347342.BN863_34420	CDF81154.1	41	annotation not available
1347342.BN863_34430	CDF81155.1	878	annotation not available
1347342.BN863_34440	CDF81156.1	258	annotation not available
1347342.BN863_34450	CDF81157.1	221	annotation not available
1347342.BN863_34460	CDF81158.1	261	annotation not available
1347342.BN863_34470	CDF81159.1	91	annotation not available
1347342.BN863_34480	CDF81160.1	774	annotation not available
1347342.BN863_34490	gldH	148	annotation not available
1347342.BN863_3450	leuB	372	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate. 
1347342.BN863_34500	CDF81162.1	460	annotation not available
1347342.BN863_34510	CDF81163.1	301	annotation not available
1347342.BN863_34520	CDF81164.1	57	annotation not available
1347342.BN863_34530	CDF81165.1	414	annotation not available
1347342.BN863_34540	CDF81166.1	359	Belongs to the UPF0176 family
1347342.BN863_34550	recA	335	Can catalyze the hydrolysis of ATP in the presence of single- stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage
1347342.BN863_34560	CDF81168.1	152	annotation not available
1347342.BN863_34570	CDF81169.1	151	annotation not available
1347342.BN863_34580	CDF81170.1	180	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_34590	CDF81171.1	492	annotation not available
1347342.BN863_3460	leuD	194	Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate. 
1347342.BN863_34600	CDF81172.1	886	annotation not available
1347342.BN863_34610	CDF81173.1	212	annotation not available
1347342.BN863_34620	CDF81174.1	74	annotation not available
1347342.BN863_34630	CDF81175.1	164	annotation not available
1347342.BN863_34640	CDF81176.1	1056	annotation not available
1347342.BN863_34650	CDF81177.1	1080	annotation not available
1347342.BN863_34660	CDF81178.1	323	Belongs to the class-I aminoacyl-tRNA synthetase family. 
1347342.BN863_34670	CDF81179.1	478	annotation not available
1347342.BN863_34680	CDF81180.1	366	annotation not available
1347342.BN863_34690	CDF81181.1	312	annotation not available
1347342.BN863_3470	leuC	460	Catalyzes the isomerization between 2-isopropylmalate and 3- isopropylmalate, via the formation of 2-isopropylmaleate. 
1347342.BN863_34700	CDF81182.1	172	annotation not available
1347342.BN863_34710	CDF81183.1	387	annotation not available
1347342.BN863_34720	CDF81184.1	256	annotation not available
1347342.BN863_34730	CDF81185.1	455	annotation not available
1347342.BN863_34740	CDF81186.1	333	annotation not available
1347342.BN863_34750	dut	144	This enzyme is involved in nucleotide metabolism: it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA
1347342.BN863_34760	CDF81188.1	486	annotation not available
1347342.BN863_34770	CDF81189.1	159	annotation not available
1347342.BN863_34780	atpG	286	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
1347342.BN863_34790	atpA	526	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. 
1347342.BN863_3480	BN863_3480	391	Belongs to the alpha-IPM synthase/homocitrate synthase family
1347342.BN863_34800	atpH	178	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
1347342.BN863_34810	atpF	166	Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0)
1347342.BN863_34820	CDF81194.1	62	annotation not available
1347342.BN863_34830	atpB	377	Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane. 
1347342.BN863_34840	CDF81196.1	123	annotation not available
1347342.BN863_34850	CDF81197.1	59	annotation not available
1347342.BN863_34860	CDF81198.1	135	annotation not available
1347342.BN863_34870	CDF81199.1	821	annotation not available
1347342.BN863_34880	CDF81200.1	235	annotation not available
1347342.BN863_34890	CDF81201.1	464	annotation not available
1347342.BN863_3490	BN863_3490	515	annotation not available
1347342.BN863_34900	CDF81202.1	230	annotation not available
1347342.BN863_34910	CDF81203.1	86	annotation not available
1347342.BN863_34920	CDF81204.1	352	annotation not available
1347342.BN863_34930	CDF81205.1	324	annotation not available
1347342.BN863_34940	CDF81206.1	202	annotation not available
1347342.BN863_34950	CDF81207.1	219	annotation not available
1347342.BN863_34960	CDF81208.1	313	annotation not available
1347342.BN863_34970	CDF81209.1	75	annotation not available
1347342.BN863_34980	purD	423	Belongs to the GARS family
1347342.BN863_34990	CDF81211.1	436	annotation not available
1347342.BN863_350	BN863_350	719	annotation not available
1347342.BN863_3500	BN863_3500	443	annotation not available
1347342.BN863_35000	CDF81212.1	361	Belongs to the UDP-N-acetylglucosamine 2-epimerase family. 
1347342.BN863_35010	CDF81213.1	389	annotation not available
1347342.BN863_35020	CDF81214.1	452	annotation not available
1347342.BN863_35030	CDF81215.1	358	annotation not available
1347342.BN863_35040	CDF81216.1	435	annotation not available
1347342.BN863_35050	CDF81217.1	386	annotation not available
1347342.BN863_35060	CDF81218.1	413	annotation not available
1347342.BN863_35070	CDF81219.1	321	annotation not available
1347342.BN863_35080	CDF81220.1	179	annotation not available
1347342.BN863_35090	CDF81221.1	435	annotation not available
1347342.BN863_3510	BN863_3510	1133	annotation not available
1347342.BN863_35100	CDF81222.1	417	May be the GTPase, regulating ATP sulfurylase activity. 
1347342.BN863_35110	CDF81223.1	303	annotation not available
1347342.BN863_35120	cysC	201	Catalyzes the synthesis of activated sulfate. 
1347342.BN863_35130	CDF81225.1	139	annotation not available
1347342.BN863_35140	cysQ	264	Converts adenosine-3',5'-bisphosphate (PAP) to AMP. 
1347342.BN863_35150	CDF81227.1	282	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4-hexulose to yield dTDP-L-rhamnose
1347342.BN863_35160	CDF81228.1	181	Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4-hexulose. 
1347342.BN863_35170	CDF81229.1	288	Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis. 
1347342.BN863_35180	CDF81230.1	339	Belongs to the NAD(P)-dependent epimerase/dehydratase family. dTDP-glucose dehydratase subfamily. 
1347342.BN863_35190	CDF81231.1	362	annotation not available
1347342.BN863_3520	metZ	388	Catalyzes the formation of L-homocysteine from O-succinyl-L- homoserine (OSHS) and hydrogen sulfide
1347342.BN863_35200	CDF81232.1	562	annotation not available
1347342.BN863_35210	CDF81233.1	499	annotation not available
1347342.BN863_35220	CDF81234.1	290	annotation not available
1347342.BN863_35230	tatA	60	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system. 
1347342.BN863_35240	CDF81236.1	327	annotation not available
1347342.BN863_35250	CDF81237.1	508	annotation not available
1347342.BN863_35260	pgk	395	Belongs to the phosphoglycerate kinase family. 
1347342.BN863_35270	CDF81239.1	383	annotation not available
1347342.BN863_35280	CDF81240.1	132	annotation not available
1347342.BN863_35290	CDF81241.1	281	annotation not available
1347342.BN863_3530	BN863_3530	135	annotation not available
1347342.BN863_35300	CDF81242.1	789	annotation not available
1347342.BN863_35310	CDF81243.1	170	annotation not available
1347342.BN863_35320	CDF81244.1	285	annotation not available
1347342.BN863_35330	mnmG	623	NAD-binding protein involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34
1347342.BN863_35340	ybeY	136	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
1347342.BN863_35350	CDF81247.1	1134	annotation not available
1347342.BN863_35360	gltX	503	Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)
1347342.BN863_35370	CDF81249.1	604	annotation not available
1347342.BN863_35380	CDF81250.1	309	annotation not available
1347342.BN863_35390	CDF81251.1	105	Belongs to the UPF0145 family
1347342.BN863_3540	BN863_3540	208	annotation not available
1347342.BN863_35400	CDF81252.1	251	annotation not available
1347342.BN863_35410	CDF81253.1	102	annotation not available
1347342.BN863_35420	CDF81254.1	210	annotation not available
1347342.BN863_35430	CDF81255.1	531	annotation not available
1347342.BN863_35440	CDF81256.1	70	annotation not available
1347342.BN863_35450	CDF81257.1	337	annotation not available
1347342.BN863_35460	CDF81258.1	674	annotation not available
1347342.BN863_35470	CDF81259.1	120	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin
1347342.BN863_35480	CDF81260.1	227	annotation not available
1347342.BN863_35490	CDF81261.1	224	annotation not available
1347342.BN863_3550	BN863_3550	702	Belongs to the nitrite and sulfite reductase 4Fe-4S domain family
1347342.BN863_35500	rnr	729	3'-5' exoribonuclease that releases 5'-nucleoside monophosphates and is involved in maturation of structured RNAs. 
1347342.BN863_35510	CDF81263.1	144	annotation not available
1347342.BN863_35520	CDF81264.1	285	annotation not available
1347342.BN863_35530	CDF81265.1	95	annotation not available
1347342.BN863_35540	CDF81266.1	148	annotation not available
1347342.BN863_35550	CDF81267.1	546	Belongs to the peptidase S41A family. 
1347342.BN863_35560	rnpA	126	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme. 
1347342.BN863_35570	CDF81269.1	201	annotation not available
1347342.BN863_35580	CDF81270.1	468	Catalyzes the first step in the biosynthesis of NAD from nicotinic acid, the ATP-dependent synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate. 
1347342.BN863_35590	CDF81271.1	622	annotation not available
1347342.BN863_3560	BN863_3560	259	Belongs to the precorrin methyltransferase family. 
1347342.BN863_35600	CDF81272.1	538	Belongs to the peptidase S8 family. 
1347342.BN863_35610	CDF81273.1	286	annotation not available
1347342.BN863_35620	CDF81274.1	611	annotation not available
1347342.BN863_35630	CDF81275.1	800	Belongs to the glycosyl hydrolase 31 family. 
1347342.BN863_35640	glgB	636	Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position
1347342.BN863_35650	CDF81277.1	421	annotation not available
1347342.BN863_35660	glgA	469	Synthesizes alpha-1,4-glucan chains using ADP-glucose. 
1347342.BN863_35670	lepA	598	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back-translocation proceeds from a post-translocation (POST) complex to a pre- translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP- dependent manner
1347342.BN863_35680	CDF81280.1	803	annotation not available
1347342.BN863_35690	CDF81281.1	125	annotation not available
1347342.BN863_3570	BN863_3570	350	annotation not available
1347342.BN863_35700	CDF81282.1	331	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines
1347342.BN863_3580	BN863_3580	255	annotation not available
1347342.BN863_3590	BN863_3590	297	Belongs to the cysteine synthase/cystathionine beta- synthase family
1347342.BN863_360	asd	329	Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L-aspartyl- 4-phosphate
1347342.BN863_3600	BN863_3600	333	annotation not available
1347342.BN863_3610	BN863_3610	893	Catalyzes the transfer of a methyl group from methyl- cobalamin to homocysteine, yielding enzyme-bound cob(I)alamin and methionine. Subsequently, remethylates the cofactor using methyltetrahydrofolate
1347342.BN863_3620	BN863_3620	80	annotation not available
1347342.BN863_3630	BN863_3630	318	Belongs to the methylenetetrahydrofolate reductase family. 
1347342.BN863_3640	BN863_3640	349	annotation not available
1347342.BN863_3650	BN863_3650	251	annotation not available
1347342.BN863_3660	BN863_3660	298	annotation not available
1347342.BN863_3670	BN863_3670	275	annotation not available
1347342.BN863_3680	BN863_3680	384	annotation not available
1347342.BN863_3690	BN863_3690	283	annotation not available
1347342.BN863_370	BN863_370	136	Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell
1347342.BN863_3700	BN863_3700	360	annotation not available
1347342.BN863_3710	BN863_3710	132	annotation not available
1347342.BN863_3720	rsgA	320	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit
1347342.BN863_3730	dtd	150	An aminoacyl-tRNA editing enzyme that deacylates mischarged D-aminoacyl-tRNAs. Also deacylates mischarged glycyl-tRNA(Ala), protecting cells against glycine mischarging by AlaRS. Acts via tRNA- based rather than protein-based catalysis; rejects L-amino acids rather than detecting D-amino acids in the active site. By recycling D- aminoacyl-tRNA to D-amino acids and free tRNA molecules, this enzyme counteracts the toxicity associated with the formation of D-aminoacyl- tRNA entities in vivo and helps enforce protein L-homochirality. 
1347342.BN863_3740	BN863_3740	108	annotation not available
1347342.BN863_3750	BN863_3750	411	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate
1347342.BN863_3760	queA	349	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)
1347342.BN863_3770	rlmN	346	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs
1347342.BN863_3780	BN863_3780	282	annotation not available
1347342.BN863_3790	BN863_3790	92	annotation not available
1347342.BN863_380	BN863_380	368	Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids
1347342.BN863_3800	BN863_3800	325	Belongs to the FPP/GGPP synthase family. 
1347342.BN863_3810	BN863_3810	191	Belongs to the sigma-70 factor family. ECF subfamily. 
1347342.BN863_3820	BN863_3820	242	annotation not available
1347342.BN863_3830	BN863_3830	365	annotation not available
1347342.BN863_3840	BN863_3840	603	annotation not available
1347342.BN863_3850	dnaG	672	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication. 
1347342.BN863_3860	BN863_3860	208	annotation not available
1347342.BN863_3870	BN863_3870	262	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source. 
1347342.BN863_3880	BN863_3880	321	annotation not available
1347342.BN863_3890	BN863_3890	111	annotation not available
1347342.BN863_390	tdk	215	annotation not available
1347342.BN863_3900	BN863_3900	294	annotation not available
1347342.BN863_3910	BN863_3910	384	annotation not available
1347342.BN863_3920	BN863_3920	42	annotation not available
1347342.BN863_3930	BN863_3930	235	annotation not available
1347342.BN863_3940	BN863_3940	229	annotation not available
1347342.BN863_3950	BN863_3950	320	annotation not available
1347342.BN863_3960	BN863_3960	329	annotation not available
1347342.BN863_3970	BN863_3970	255	annotation not available
1347342.BN863_3980	BN863_3980	162	annotation not available
1347342.BN863_3990	BN863_3990	339	annotation not available
1347342.BN863_40	BN863_40	280	annotation not available
1347342.BN863_400	BN863_400	249	annotation not available
1347342.BN863_4000	BN863_4000	244	annotation not available
1347342.BN863_4010	BN863_4010	256	annotation not available
1347342.BN863_4020	BN863_4020	294	annotation not available
1347342.BN863_4030	BN863_4030	356	annotation not available
1347342.BN863_4040	BN863_4040	487	annotation not available
1347342.BN863_4050	BN863_4050	278	annotation not available
1347342.BN863_4060	BN863_4060	91	annotation not available
1347342.BN863_4070	BN863_4070	153	annotation not available
1347342.BN863_4080	BN863_4080	227	annotation not available
1347342.BN863_4090	BN863_4090	425	Belongs to the DNA photolyase family. 
1347342.BN863_410	rsmI	223	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA
1347342.BN863_4100	BN863_4100	471	annotation not available
1347342.BN863_4110	BN863_4110	187	annotation not available
1347342.BN863_4120	BN863_4120	123	annotation not available
1347342.BN863_4130	BN863_4130	330	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1347342.BN863_4140	BN863_4140	446	annotation not available
1347342.BN863_4150	BN863_4150	425	Belongs to the SEDS family. 
1347342.BN863_4160	BN863_4160	642	annotation not available
1347342.BN863_4170	BN863_4170	168	annotation not available
1347342.BN863_4180	BN863_4180	260	annotation not available
1347342.BN863_4190	BN863_4190	342	annotation not available
1347342.BN863_420	BN863_420	355	annotation not available
1347342.BN863_4200	purH	510	annotation not available
1347342.BN863_4210	BN863_4210	416	annotation not available
1347342.BN863_4220	BN863_4220	152	annotation not available
1347342.BN863_4230	BN863_4230	164	annotation not available
1347342.BN863_4240	BN863_4240	143	annotation not available
1347342.BN863_4250	groL	542	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions. 
1347342.BN863_4260	groS	92	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter
1347342.BN863_4270	secG	116	Involved in protein export. Participates in an early event of protein translocation
1347342.BN863_4280	BN863_4280	339	annotation not available
1347342.BN863_4290	LptE	168	annotation not available
1347342.BN863_430	BN863_430	415	annotation not available
1347342.BN863_4300	BN863_4300	422	annotation not available
1347342.BN863_4310	miaB	480	Catalyzes the methylthiolation of N6-(dimethylallyl)adenosine (i(6)A), leading to the formation of 2-methylthio-N6- (dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine
1347342.BN863_4320	BN863_4320	252	annotation not available
1347342.BN863_4330	topA	845	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA- (5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in t [...] 
1347342.BN863_4340	BN863_4340	389	Belongs to the arginase family
1347342.BN863_4350	BN863_4350	454	annotation not available
1347342.BN863_4360	BN863_4360	215	annotation not available
1347342.BN863_4370	BN863_4370	498	annotation not available
1347342.BN863_4380	BN863_4380	296	annotation not available
1347342.BN863_4390	BN863_4390	349	annotation not available
1347342.BN863_440	BN863_440	114	annotation not available
1347342.BN863_4400	BN863_4400	107	annotation not available
1347342.BN863_4410	BN863_4410	636	annotation not available
1347342.BN863_4420	BN863_4420	264	annotation not available
1347342.BN863_4430	BN863_4430	58	annotation not available
1347342.BN863_4440	BN863_4440	539	annotation not available
1347342.BN863_4450	BN863_4450	305	annotation not available
1347342.BN863_4460	BN863_4460	82	annotation not available
1347342.BN863_4470	BN863_4470	291	annotation not available
1347342.BN863_4480	BN863_4480	796	annotation not available
1347342.BN863_4490	BN863_4490	330	annotation not available
1347342.BN863_450	BN863_450	189	annotation not available
1347342.BN863_4500	BN863_4500	785	annotation not available
1347342.BN863_4510	BN863_4510	298	annotation not available
1347342.BN863_4520	gshB	350	Belongs to the prokaryotic GSH synthase family. 
1347342.BN863_4530	BN863_4530	616	annotation not available
1347342.BN863_4540	BN863_4540	144	annotation not available
1347342.BN863_4550	BN863_4550	47	annotation not available
1347342.BN863_4560	BN863_4560	79	annotation not available
1347342.BN863_4570	BN863_4570	89	annotation not available
1347342.BN863_4580	BN863_4580	63	annotation not available
1347342.BN863_4590	BN863_4590	122	annotation not available
1347342.BN863_460	BN863_460	153	annotation not available
1347342.BN863_4600	BN863_4600	187	annotation not available
1347342.BN863_4610	BN863_4610	243	annotation not available
1347342.BN863_4620	BN863_4620	658	annotation not available
1347342.BN863_4630	BN863_4630	253	annotation not available
1347342.BN863_4640	BN863_4640	195	annotation not available
1347342.BN863_4650	BN863_4650	301	annotation not available
1347342.BN863_4660	BN863_4660	406	annotation not available
1347342.BN863_4670	BN863_4670	414	annotation not available
1347342.BN863_4680	BN863_4680	180	annotation not available
1347342.BN863_4690	aqpZ	229	Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity
1347342.BN863_470	BN863_470	64	annotation not available
1347342.BN863_4700	BN863_4700	179	Belongs to the calycin superfamily. Lipocalin family. 
1347342.BN863_4710	BN863_4710	116	annotation not available
1347342.BN863_4720	BN863_4720	220	Belongs to the ribulose-phosphate 3-epimerase family. 
1347342.BN863_4730	BN863_4730	287	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released
1347342.BN863_4740	BN863_4740	124	annotation not available
1347342.BN863_4750	pnp	743	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'- direction
1347342.BN863_4760	rpsO	89	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome
1347342.BN863_4770	accD	285	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA
1347342.BN863_4780	BN863_4780	355	Catalyzes the aldol condensation of dihydroxyacetone phosphate (DHAP or glycerone-phosphate) with glyceraldehyde 3-phosphate (G3P) to form fructose 1,6-bisphosphate (FBP) in gluconeogenesis and the reverse reaction in glycolysis
1347342.BN863_4790	BN863_4790	843	annotation not available
1347342.BN863_480	BN863_480	156	annotation not available
1347342.BN863_4800	BN863_4800	244	annotation not available
1347342.BN863_4810	BN863_4810	263	annotation not available
1347342.BN863_4820	menG	242	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2)
1347342.BN863_4830	BN863_4830	449	annotation not available
1347342.BN863_4840	BN863_4840	455	annotation not available
1347342.BN863_4850	BN863_4850	395	annotation not available
1347342.BN863_4860	BN863_4860	366	annotation not available
1347342.BN863_4870	rsmG	209	Specifically methylates the N7 position of a guanine in 16S rRNA
1347342.BN863_4880	BN863_4880	359	annotation not available
1347342.BN863_4890	BN863_4890	542	annotation not available
1347342.BN863_490	BN863_490	153	annotation not available
1347342.BN863_4900	BN863_4900	128	annotation not available
1347342.BN863_4910	BN863_4910	418	annotation not available
1347342.BN863_4920	nqrA	451	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
1347342.BN863_4930	nqrB	399	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
1347342.BN863_4940	nqrC	250	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
1347342.BN863_4950	nqrD	215	NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions, coupled with the transport of Na(+) ions from the cytoplasm to the periplasm. NqrA to NqrE are probably involved in the second step, the conversion of ubisemiquinone to ubiquinol
